country;year;iso_code;population;gdp;biofuel_cons_change_pct;biofuel_cons_change_twh;biofuel_cons_per_capita;biofuel_consumption;biofuel_elec_per_capita;biofuel_electricity;biofuel_share_elec;biofuel_share_energy;carbon_intensity_elec;coal_cons_change_pct;coal_cons_change_twh;coal_cons_per_capita;coal_consumption;coal_elec_per_capita;coal_electricity;coal_prod_change_pct;coal_prod_change_twh;coal_prod_per_capita;coal_production;coal_share_elec;coal_share_energy;electricity_demand;electricity_demand_per_capita;electricity_generation;electricity_share_energy;energy_cons_change_pct;energy_cons_change_twh;energy_per_capita;energy_per_gdp;fossil_cons_change_pct;fossil_cons_change_twh;fossil_elec_per_capita;fossil_electricity;fossil_energy_per_capita;fossil_fuel_consumption;fossil_share_elec;fossil_share_energy;gas_cons_change_pct;gas_cons_change_twh;gas_consumption;gas_elec_per_capita;gas_electricity;gas_energy_per_capita;gas_prod_change_pct;gas_prod_change_twh;gas_prod_per_capita;gas_production;gas_share_elec;gas_share_energy;greenhouse_gas_emissions;hydro_cons_change_pct;hydro_cons_change_twh;hydro_consumption;hydro_elec_per_capita;hydro_electricity;hydro_energy_per_capita;hydro_share_elec;hydro_share_energy;low_carbon_cons_change_pct;low_carbon_cons_change_twh;low_carbon_consumption;low_carbon_elec_per_capita;low_carbon_electricity;low_carbon_energy_per_capita;low_carbon_share_elec;low_carbon_share_energy;net_elec_imports;net_elec_imports_share_demand;nuclear_cons_change_pct;nuclear_cons_change_twh;nuclear_consumption;nuclear_elec_per_capita;nuclear_electricity;nuclear_energy_per_capita;nuclear_share_elec;nuclear_share_energy;oil_cons_change_pct;oil_cons_change_twh;oil_consumption;oil_elec_per_capita;oil_electricity;oil_energy_per_capita;oil_prod_change_pct;oil_prod_change_twh;oil_prod_per_capita;oil_production;oil_share_elec;oil_share_energy;other_renewable_consumption;other_renewable_electricity;other_renewable_exc_biofuel_electricity;other_renewables_cons_change_pct;other_renewables_cons_change_twh;other_renewables_elec_per_capita;other_renewables_elec_per_capita_exc_biofuel;other_renewables_energy_per_capita;other_renewables_share_elec;other_renewables_share_elec_exc_biofuel;other_renewables_share_energy;per_capita_electricity;primary_energy_consumption;renewables_cons_change_pct;renewables_cons_change_twh;renewables_consumption;renewables_elec_per_capita;renewables_electricity;renewables_energy_per_capita;renewables_share_elec;renewables_share_energy;solar_cons_change_pct;solar_cons_change_twh;solar_consumption;solar_elec_per_capita;solar_electricity;solar_energy_per_capita;solar_share_elec;solar_share_energy;wind_cons_change_pct;wind_cons_change_twh;wind_consumption;wind_elec_per_capita;wind_electricity;wind_energy_per_capita;wind_share_elec;wind_share_energy
Indonesia;1979;IDN;145434786;404845723648.000;;;;;;;;;;50.376;779;16.075;2.326;;;5.682;122;15.698;2.271;;818;;;;;13.851;34.608;1965.976;703;13.891;34.190;;;1937.346;280.321;;98.544;29.066;17.052;75.719;;;523.308;45.037;49.735;1106.943;160.167;;26.618;;11.228;418;4.143;9.633;1.401;28.630;;1.456;11.228;418;4.143;9.633;1.401;28.630;;1.456;;;;0;0;0;0;0;;0;8.799;16.359;202.276;;;1397.963;-3.118;-29.769;6393.585;925.108;;71.108;0;0;;;0;0;;0;;;0;;284.463;11.228;418;4.143;9.633;1.401;28.630;;1.456;;0;0;0;0;0;;0;;0;0;0;0;0;;0
Indonesia;1980;IDN;148950491;439667556352.000;;;;;;;;;;26.500;616;19.857;2.942;;;71.402;1.622;26.273;3.893;;963;;;;;7.434;21.148;2062.471;695;7.684;21.540;;;2037.160;301.860;;98.773;-5.764;-4.365;71.354;;;481.549;17.300;27.710;1267.919;187.877;;23.348;;-9.464;-392;3.751;8.515;1.268;25.311;;1.227;-9.464;-392;3.751;8.515;1.268;25.311;;1.227;;;;0;0;0;0;0;;0;12.502;25.288;227.564;;;1535.754;-641;-5.930;6203.238;919.178;;74.462;0;0;;;0;0;;0;;;0;;305.611;-9.464;-392;3.751;8.515;1.268;25.311;;1.227;;0;0;0;0;0;;0;;0;0;0;0;0;;0
Indonesia;1981;IDN;152484982;469898625024.000;;;;;;;;;;6.719;198;20.701;3.140;;;-29.588;-1.152;18.072;2.741;;958;;;;;7.213;22.042;2160.072;697;7.306;22.055;;;2135.432;323.916;;98.859;-142;-102;71.253;;;469.739;1.405;2.639;1255.983;190.516;;21.746;;-348;-13;3.737;8.289;1.264;24.640;;1.141;-348;-13;3.737;8.289;1.264;24.640;;1.141;;;;0;0;0;0;0;;0;9.650;21.959;249.523;;;1644.992;1.173;10.781;6130.803;929.959;;76.155;0;0;;;0;0;;0;;;0;;327.653;-348;-13;3.737;8.289;1.264;24.640;;1.141;;0;0;0;0;0;;0;;0;0;0;0;0;;0
Indonesia;1982;IDN;156052104;452605673472.000;;;;;;;;;;-5.556;-174;19.105;2.966;;;47.500;1.302;26.048;4.043;;888;;;;;1.961;6.424;2152.163;738;1.878;6.084;;;2125.897;330.000;;98.780;-4.986;-3.552;67.701;;;436.134;1.652;3.146;1247.592;193.662;;20.265;;9.091;340;4.077;8.836;1.379;26.266;;1.220;9.091;340;4.077;8.836;1.379;26.266;;1.220;;;;0;0;0;0;0;;0;3.932;9.811;259.334;;;1670.658;-16.731;-155.589;4988.574;774.370;;77.627;0;0;;;0;0;;0;;;0;;334.077;9.091;340;4.077;8.836;1.379;26.266;;1.220;;0;0;0;0;0;;0;;0;0;0;0;0;;0
Indonesia;1983;IDN;159651335;470680076288.000;;;;;;;;;;0;0;18.676;2.966;;;10.169;411;28.053;4.455;;838;;;;;5.901;19.712;2228.026;752;5.352;17.661;;;2189.429;347.661;;98.268;34.183;23.142;90.843;;;572.090;14.099;27.303;1391.553;220.965;;25.677;;50.321;2.052;6.129;12.983;2.073;38.598;;1.732;50.321;2.052;6.129;12.983;2.073;38.598;;1.732;;;;0;0;0;0;0;;0;-2.114;-5.481;253.853;;;1598.662;6.158;47.683;5176.959;822.052;;71.752;0;0;;;0;0;;0;;;0;;353.790;50.321;2.052;6.129;12.983;2.073;38.598;;1.732;;0;0;0;0;0;;0;;0;0;0;0;0;;0
Indonesia;1984;IDN;163251072;503305961472.000;;;;;;;;;;4.706;140;19.129;3.105;;;126.154;5.620;62.058;10.074;;797;;;;;10.076;35.646;2399.010;774;10.092;35.084;;;2357.793;382.745;;98.282;16.760;15.225;106.067;;;653.399;34.819;76.937;1835.144;297.902;;27.236;;9.168;562;6.691;13.860;2.263;41.217;;1.718;9.168;562;6.691;13.860;2.263;41.217;;1.718;;;;0;0;0;0;0;;0;7.768;19.720;273.572;;;1685.265;5.954;48.947;5365.545;871.000;;70.248;0;0;;;0;0;;0;;;0;;389.436;9.168;562;6.691;13.860;2.263;41.217;;1.718;;0;0;0;0;0;;0;;0;0;0;0;0;;0
Indonesia;1985;IDN;166776143;515643146240.000;;;;;;;;;;237.079;7.362;63.133;10.467;31.251;5.212;36.054;3.632;82.671;13.706;31.840;2.534;;;16.369;4.016;6.047;23.549;2490.985;801;5.763;22.059;81.561;13.602;2441.642;404.804;83.099;98.019;18.278;19.387;125.454;10.881;1.815;756.697;10.051;29.942;1977.451;327.845;11.086;30.377;;22.266;1.490;8.181;16.588;2.767;49.343;16.901;1.981;22.266;1.490;8.181;16.588;2.767;49.343;16.901;1.981;;;;0;0;0;0;0;0;0;-1.714;-4.689;268.883;39.429;6.576;1621.812;-11.420;-99.468;4653.622;771.532;40.172;65.107;0;0;;;0;0;;0;0;;0;98.150;412.985;22.266;1.490;8.181;16.588;2.767;49.343;16.901;1.981;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1986;IDN;170175010;545914224640.000;;;;;;;;;;60.667;6.350;99.429;16.817;31.433;5.349;29.500;4.043;104.943;17.750;29.047;3.813;;;18.415;4.260;6.790;28.041;2607.531;808;5.694;23.049;82.035;13.960;2529.649;427.853;75.809;97.013;7.848;9.845;135.299;10.944;1.862;799.948;4.056;13.297;2016.974;341.141;10.114;30.678;;61.022;4.992;13.173;26.177;4.455;77.882;24.191;2.987;61.022;4.992;13.173;26.177;4.455;77.882;24.191;2.987;;;;0;0;0;0;0;0;0;2.549;6.853;275.736;39.658;6.749;1630.271;6.075;46.868;4838.730;818.400;36.648;62.522;0;0;;;0;0;;0;0;;0;108.212;441.025;61.022;4.992;13.173;26.177;4.455;77.882;24.191;2.987;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1987;IDN;173511105;572867018752.000;;;;;;;;;;56.777;9.548;152.911;26.365;35.635;6.183;16.988;3.015;120.431;20.765;29.841;5.664;;;20.720;4.539;5.548;24.470;2699.753;813;5.631;24.091;93.003;16.137;2621.157;451.944;77.882;97.089;3.451;4.669;139.968;12.407;2.153;811.781;6.843;23.345;2113.929;364.487;10.390;30.069;;2.877;379;13.552;26.413;4.583;78.596;22.118;2.911;2.877;379;13.552;26.413;4.583;78.596;22.118;2.911;;;;0;0;0;0;0;0;0;3.581;9.873;285.610;44.960;7.801;1656.464;-775;-6.343;4709.723;812.057;37.650;61.356;0;0;;;0;0;;0;0;;0;119.416;465.495;2.877;379;13.552;26.413;4.583;78.596;22.118;2.911;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1988;IDN;176855016;605642489856.000;;;;;;;;;;4.455;1.175;156.748;27.540;42.840;7.576;48.185;10.006;175.136;30.770;30.541;5.604;;;24.807;5.151;5.566;25.908;2796.916;811;5.438;24.575;111.805;19.773;2712.198;476.519;79.709;96.971;6.164;8.628;148.596;14.916;2.638;845.763;9.217;33.596;2265.766;398.083;10.634;30.239;;9.836;1.333;14.885;28.462;5.034;84.718;20.291;3.029;9.836;1.333;14.885;28.462;5.034;84.718;20.291;3.029;;;;0;0;0;0;0;0;0;5.172;14.773;300.383;54.050;9.559;1709.686;-3.630;-29.477;4454.204;782.580;38.533;61.128;0;0;;;0;0;;0;0;;0;140.267;491.403;9.836;1.333;14.885;28.462;5.034;84.718;20.291;3.029;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1989;IDN;180201584;660041629696.000;;;;;;;;;;50.084;13.793;230.976;41.333;47.219;8.509;93.764;28.852;333.178;59.622;29.869;7.586;;;28.487;5.349;10.880;53.466;3044.827;826;10.447;49.781;123.234;22.207;2941.056;526.299;77.955;96.592;11.954;17.762;166.359;16.441;2.963;929.641;5.201;20.706;2340.268;418.789;10.400;30.532;;24.759;3.685;18.570;34.850;6.280;103.771;22.045;3.408;24.759;3.685;18.570;34.850;6.280;103.771;22.045;3.408;;;;0;0;0;0;0;0;0;6.067;18.225;318.608;59.575;10.736;1780.438;6.451;50.481;4655.292;833.061;37.686;58.474;0;0;;;0;0;;0;0;;0;158.084;544.869;24.759;3.685;18.570;34.850;6.280;103.771;22.045;3.408;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1990;IDN;183501051;718548893696.000;;;;;;;;;;-3.738;-1.545;218.423;39.788;53.231;9.768;23.333;13.912;403.677;73.534;29.498;6.629;;;33.115;5.657;10.151;55.310;3294.792;835;9.782;51.482;138.925;25.493;3171.835;577.781;76.983;96.268;3.229;5.372;171.730;18.533;3.401;942.745;6.354;26.609;2445.095;445.398;10.270;28.613;;3.383;628;19.198;35.381;6.492;105.391;19.606;3.199;21.336;3.828;22.398;41.525;7.620;122.957;23.010;3.732;;;;0;0;0;0;0;0;0;14.957;47.655;366.263;67.161;12.324;2010.667;3.913;32.601;4752.209;865.662;37.216;61.026;3.200;1.127;;;3.200;6.144;;17.566;3.405;;533;180.461;600.179;21.336;3.828;22.398;41.525;7.620;122.957;23.010;3.732;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1991;IDN;186778184;786440060928.000;;;;;;;;;;1.202;478;217.231;40.266;59.142;11.046;28.984;21.313;511.686;94.847;28.991;6.167;;;38.103;5.986;8.791;52.760;3522.519;830;8.700;50.264;158.691;29.640;3388.224;628.045;77.790;96.188;15.115;25.957;197.687;23.289;4.350;1066.495;9.810;43.694;2638.589;489.092;11.416;30.276;;14.120;2.711;21.909;39.668;7.409;118.195;19.445;3.355;11.034;2.495;24.893;45.298;8.461;134.295;22.205;3.812;;;;0;0;0;0;0;0;0;6.506;23.829;390.092;76.261;14.244;2104.497;8.829;76.433;5082.479;942.094;37.383;59.744;2.984;1.051;;-6.738;-216;5.629;;16.100;2.760;;457;203.999;652.938;11.034;2.495;24.893;45.298;8.461;134.295;22.205;3.812;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1992;IDN;190043693;841780428800.000;;;;;;;;;;22.065;8.885;260.667;49.151;59.785;11.362;61.561;58.388;812.667;153.235;28.204;6.856;;;40.284;5.788;9.790;63.922;3801.794;852;9.110;57.212;155.497;29.551;3634.190;685.257;73.356;95.591;9.059;17.909;215.596;17.098;3.249;1143.391;5.974;29.219;2748.808;518.311;8.066;30.075;;30.183;6.613;28.522;50.754;9.645;151.261;23.943;3.979;26.837;6.710;31.603;56.467;10.731;167.604;26.639;4.409;;;;0;0;0;0;0;0;0;7.798;30.418;420.510;78.614;14.940;2230.133;-5.278;-49.720;4732.613;892.374;37.087;58.660;3.082;1.086;;3.260;97;5.713;;16.342;2.695;;430;211.974;716.860;26.837;6.710;31.603;56.467;10.731;167.604;26.639;4.409;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1993;IDN;193305126;912702701568.000;;;;;;;;;;16.573;8.146;298.829;57.297;55.256;10.681;23.345;35.773;985.767;189.008;26.900;7.501;;;39.707;5.334;6.554;46.982;3983.798;837;7.179;49.195;153.759;29.722;3830.516;734.453;74.853;96.152;6.074;13.095;228.691;22.334;4.317;1192.732;3.890;20.165;2808.404;538.476;10.873;29.940;;-7.821;-2.231;26.291;45.995;8.891;137.119;22.391;3.442;-6.972;-2.213;29.390;51.644;9.983;153.283;25.142;3.848;;;;0;0;0;0;0;0;0;6.648;27.954;448.465;76.168;14.724;2338.955;157;1.403;4661.469;893.777;37.081;58.712;3.099;1.092;;574;18;5.649;;16.164;2.750;;406;205.413;763.843;-6.972;-2.213;29.390;51.644;9.983;153.283;25.142;3.848;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1994;IDN;196591779;986200276992.000;;;;;;;;;;35;20;294.040;57.317;65.136;12.805;19.181;36.253;1155.609;225.261;27.881;7.168;;;45.928;5.880;4.687;35.804;4102.256;811;5.043;37.037;184.847;36.339;3957.806;771.489;79.122;96.479;18.427;42.140;270.831;62.737;12.333;1389.388;13.939;75.057;3147.476;613.533;26.854;33.869;;-10.214;-2.685;23.605;40.607;7.983;121.098;17.381;2.952;-3.969;-1.233;28.157;48.765;9.587;144.450;20.873;3.521;;;;0;0;0;0;0;0;0;-1.142;-5.124;443.341;56.975;11.201;2274.378;116;1.039;4590.486;894.817;24.387;55.442;4.552;1.604;;46.882;1.453;8.159;;23.352;3.492;;569;233.623;799.647;-3.969;-1.233;28.157;48.765;9.587;144.450;20.873;3.521;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1995;IDN;199888001;1072204283904.000;;;;;;;;;;10.051;5.761;318.348;63.077;71.873;14.367;27.289;61.472;1447.124;286.733;26.546;7.248;;;54.121;6.367;8.834;70.637;4392.265;812;8.813;67.993;218.184;43.612;4236.811;839.482;80.584;96.461;5.447;14.753;285.584;103.391;20.667;1441.325;452;2.771;3110.446;616.304;38.186;32.815;;3.886;917;24.523;41.489;8.293;123.765;15.323;2.818;9.584;2.644;30.802;52.558;10.506;155.454;19.412;3.539;;;;0;0;0;0;0;0;0;10.709;47.479;490.820;42.920;8.579;2477.137;-631;-5.650;4487.563;889.167;15.852;56.398;6.279;2.213;;37.946;1.727;11.069;;31.690;4.088;;721;270.754;870.284;9.584;2.644;30.802;52.558;10.506;155.454;19.412;3.539;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1996;IDN;203204307;1161281404928.000;;;;;;;;;;19.201;12.111;373.380;75.189;82.039;16.671;20.339;58.320;1713.496;345.053;28.319;8.058;;;58.868;6.458;7.223;62.862;4633.902;804;7.257;60.922;234.729;47.698;4471.307;900.404;81.026;96.491;4.104;11.721;297.305;107.555;21.856;1476.385;5.368;33.083;3224.788;649.388;37.126;31.861;;6.406;1.571;26.094;43.426;8.824;129.578;14.990;2.796;6.297;1.941;32.742;54.956;11.167;162.595;18.970;3.509;;;;0;0;0;0;0;0;0;7.557;37.090;527.910;45.136;9.172;2621.542;355;3.160;4431.196;892.327;15.580;56.573;6.649;2.343;;5.891;370;11.530;;33.017;3.980;;713;289.697;933.146;6.297;1.941;32.742;54.956;11.167;162.595;18.970;3.509;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1997;IDN;206536049;1221454594048.000;;;;;;;;;;23.328;17.540;453.158;92.729;99.124;20.473;8.878;30.633;1835.949;375.687;28.961;9.157;;;70.691;7.096;8.525;79.549;4948.957;829;9.685;87.204;300.647;62.095;4826.357;987.608;87.839;97.523;4.308;12.809;310.114;143.391;29.615;1515.502;2.664;17.302;3258.057;666.690;41.894;30.623;;-33.529;-8.749;17.345;28.400;5.866;84.761;8.298;1.713;-23.043;-7.655;25.087;41.610;8.594;122.599;12.157;2.477;;;;0;0;0;0;0;0;0;10.770;56.855;584.765;58.132;12.006;2857.698;-1.323;-11.806;4303.030;880.521;16.984;57.743;7.743;2.728;;16.455;1.094;13.210;;37.838;3.860;;765;342.270;1012.695;-23.043;-7.655;25.087;41.610;8.594;122.599;12.157;2.477;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1998;IDN;209826738;1066065657856.000;;;;;;;;;;7.315;6.783;478.755;99.512;106.929;22.437;13.517;50.781;2051.752;426.468;29.255;9.995;;;76.693;7.913;-1.691;-17.126;4789.716;934;-3.241;-32.010;300.439;63.040;4597.414;955.598;82.198;95.985;-3.587;-11.125;298.990;148.090;31.073;1438.449;-1.669;-11.125;3153.947;655.565;40.517;30.032;;76.682;13.300;30.645;49.391;10.363;147.433;13.513;3.078;58.832;14.884;39.971;65.054;13.650;192.303;17.798;4.015;;;;0;0;0;0;0;0;0;-4.732;-27.669;557.096;45.420;9.530;2680.209;-1.995;-17.568;4151.692;862.952;12.427;55.958;9.326;3.286;;20.456;1.584;15.663;;44.870;4.285;;937;365.505;995.569;58.832;14.884;39.971;65.054;13.650;192.303;17.798;4.015;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;1999;IDN;213004610;1079382507520.000;;;;;;;;;;37.636;37.452;649.128;136.964;123.635;26.335;18.399;78.468;2393.096;504.936;31.362;12.600;;;83.971;7.926;9.182;91.417;5151.667;1.007;9.367;89.512;326.979;69.648;4953.201;1045.110;82.943;96.148;8.672;25.928;324.917;157.262;33.498;1539.915;8.439;55.323;3369.188;710.888;39.892;29.892;;157;48;30.693;48.730;10.380;145.466;12.361;2.824;4.912;1.905;41.876;67.231;14.321;198.466;17.054;3.852;;;;0;0;0;0;0;0;0;4.691;26.133;583.229;46.081;9.815;2764.158;-7.542;-65.085;3781.414;797.867;11.689;53.656;11.183;3.941;;19.907;1.856;18.501;;53.000;4.693;;1.029;394.221;1086.986;4.912;1.905;41.876;67.231;14.321;198.466;17.054;3.852;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2000;IDN;216077748;1138300157952.000;;;0;0;19.808;4.280;4.366;0;630.661;11.759;16.105;715.036;153.069;157.351;34.000;4.561;23.028;2466.285;527.964;34.680;13.156;98.040;453.726;98.040;8.602;7.041;76.532;5435.159;1.022;7.173;74.964;363.017;78.440;5232.220;1120.074;80.008;96.266;1.580;5.134;330.052;147.771;31.930;1541.775;-569;-4.044;3301.893;706.844;32.568;28.367;61.830;-3.505;-1.076;29.617;46.372;10.020;138.351;10.220;2.545;3.966;1.568;43.444;90.708;19.600;202.940;19.992;3.734;0;0;;0;0;0;0;0;0;0;9.212;53.724;636.953;57.896;12.510;2975.409;4.673;37.286;3901.265;835.153;12.760;54.744;13.827;9.580;5.300;23.642;2.644;44.336;24.528;64.588;9.772;5.406;1.188;453.726;1163.518;3.966;1.568;43.444;90.708;19.600;202.940;19.992;3.734;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2001;IDN;219097854;1185220919296.000;;0;0;0;20.904;4.580;4.314;0;626.036;26.957;41.262;895.074;194.332;172.115;37.710;20.120;106.225;2921.014;634.188;35.522;15.593;106.160;484.532;106.160;8.722;7.111;82.740;5740.150;1.051;6.690;74.931;383.253;83.970;5504.081;1195.005;79.098;95.887;3.422;11.294;341.346;151.028;33.090;1572.208;-2.911;-20.579;3160.874;686.265;31.170;27.390;66.460;16.364;4.623;34.240;53.173;11.650;157.706;10.974;2.747;18.815;7.810;51.253;101.279;22.190;236.069;20.902;4.113;0;0;;0;0;0;0;0;0;0;3.513;22.374;659.327;60.110;13.170;3036.799;-5.062;-42.279;3651.904;792.874;12.406;52.905;17.014;10.540;5.960;23.853;3.187;48.106;27.202;78.363;9.928;5.614;1.365;484.532;1246.258;18.815;7.810;51.253;101.279;22.190;236.069;20.902;4.113;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2002;IDN;222088455;1244249980928.000;;0;0;0;21.163;4.700;4.158;0;643.489;3.151;6.124;910.686;200.456;193.301;42.930;11.658;73.935;3217.062;708.124;37.978;15.656;113.040;508.986;113.040;9.008;2.738;34.126;5816.885;1.029;3.255;38.898;414.429;92.040;5605.714;1233.902;81.423;96.370;8.698;29.689;371.034;131.749;29.260;1685.639;10.147;69.637;3434.124;755.902;25.885;28.978;72.740;-14.775;-5.247;28.993;44.712;9.930;131.716;8.785;2.264;-8.555;-4.772;46.482;94.557;21.000;211.170;18.577;3.630;0;0;;0;0;0;0;0;0;0;468;3.085;662.412;89.379;19.850;3009.390;-7.108;-56.361;3346.035;736.513;17.560;51.735;17.489;11.070;6.370;3.458;475;49.845;28.682;79.454;9.793;5.635;1.366;508.986;1280.384;-8.555;-4.772;46.482;94.557;21.000;211.170;18.577;3.630;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2003;IDN;225047958;1309811277824.000;;0;0;0;21.329;4.800;4.089;0;656.530;34.237;68.631;1206.234;269.087;206.445;46.460;10.596;75.034;3510.657;783.158;39.577;19.372;117.390;521.622;117.390;8.600;8.488;108.684;6226.767;1.061;9.015;111.236;433.552;97.570;6029.846;1345.139;83.116;96.838;6.616;24.547;395.582;124.196;27.950;1773.272;4.718;35.666;3548.359;791.568;23.810;28.478;77.070;-8.396;-2.605;26.388;40.436;9.100;118.290;7.752;1.900;-4.793;-2.553;43.929;88.070;19.820;196.921;16.884;3.162;0;0;;0;0;0;0;0;0;0;2.726;18.058;680.470;102.911;23.160;3050.340;-8.971;-66.074;3005.372;670.439;19.729;48.988;17.541;10.720;5.920;939;52;47.634;26.306;78.631;9.132;5.043;1.263;521.622;1389.068;-4.793;-2.553;43.929;88.070;19.820;196.921;16.884;3.162;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2004;IDN;227926604;1387446403072.000;;0;0;0;21.981;5.010;4.015;0;653.711;-8.067;-21.706;1094.902;247.381;211.515;48.210;15.867;124.263;4016.230;907.421;38.636;17.980;124.780;547.457;124.780;9.240;-952;-13.221;6089.472;992;-1.160;-15.605;455.454;103.810;5884.490;1329.533;83.194;96.634;-8.484;-33.560;362.022;117.406;26.760;1602.302;-4.374;-34.622;3350.233;756.947;21.446;26.313;81.570;6.319;1.489;27.877;42.426;9.670;123.384;7.750;2.026;6.095;2.384;46.313;92.003;20.970;204.981;16.806;3.366;0;0;;0;0;0;0;0;0;0;5.828;39.661;720.131;126.532;28.840;3187.286;-3.638;-24.391;2859.395;646.048;23.113;52.341;18.436;11.300;6.290;5.771;895;49.577;27.597;81.598;9.056;5.041;1.340;547.457;1375.847;6.095;2.384;46.313;92.003;20.970;204.981;16.806;3.366;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2005;IDN;230871600;1474875359232.000;;21;91;21;23.086;5.330;4.011;1;650.538;14.702;36.369;1240.136;283.749;224.497;51.830;15.490;140.563;4580.247;1047.984;39.002;20.039;132.890;575.601;132.890;9.562;2.919;40.168;6188.735;960;2.826;37.569;477.452;110.230;5974.964;1367.103;82.948;96.546;529;1.914;363.936;93.992;21.700;1590.592;760;5.751;3333.395;762.698;16.329;25.701;86.450;10.864;2.833;30.710;46.476;10.730;134.219;8.074;2.169;6.250;2.599;48.912;98.150;22.660;213.771;17.052;3.454;0;0;;0;0;0;0;0;0;0;-99;-714;719.417;158.963;36.700;3144.236;-3.303;-21.338;2730.313;624.710;27.617;50.806;18.181;11.930;6.600;-759;-255;51.674;28.587;79.461;8.977;4.967;1.284;575.601;1416.014;6.250;2.599;48.912;98.150;22.660;213.771;17.052;3.454;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2006;IDN;233951608;1565012918272.000;121.396;25;199;46;20.945;4.900;3.551;3;668.116;16.578;47.039;1427.060;330.789;250.778;58.670;24.828;260.190;5643.610;1308.174;42.514;22.968;138.000;589.866;138.000;9.747;1.708;24.189;6213.201;920;2.007;27.444;499.334;116.820;6016.228;1394.546;84.652;96.830;1.972;7.178;371.114;102.372;23.950;1601.026;-1.144;-8.727;3252.715;753.971;17.355;25.768;92.200;-10.275;-3.329;27.381;41.120;9.620;118.126;6.971;1.901;-5.862;-3.254;45.658;90.532;21.180;196.972;15.348;3.170;0;0;;0;0;0;0;0;0;0;-3.722;-26.774;692.644;146.184;34.200;2988.142;-6.496;-40.582;2519.991;584.127;24.783;48.093;18.230;11.560;6.660;892;49;49.412;28.467;78.648;8.377;4.826;1.266;589.866;1440.204;-5.862;-3.254;45.658;90.532;21.180;196.972;15.348;3.170;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2007;IDN;237062283;1674227351552.000;345.654;159;873;205;25.225;5.980;4.030;13;663.140;26.162;86.540;1776.940;417.329;269.549;63.900;12.591;164.709;6271.372;1472.884;43.059;26.999;148.400;625.996;148.400;9.770;7.325;105.495;6581.412;923;7.166;99.927;523.533;124.110;6363.298;1494.473;83.632;96.686;-6.654;-24.693;346.420;104.614;24.800;1475.019;-3.738;-28.180;3090.337;725.791;16.712;22.412;98.410;17.282;4.531;31.913;47.625;11.290;135.880;7.608;2.065;13.382;5.568;51.226;102.463;24.290;218.113;16.368;3.314;0;0;;0;0;0;0;0;0;0;5.498;38.080;730.724;149.370;35.410;3111.340;-4.761;-27.810;2368.736;556.317;23.861;47.275;19.108;13.000;7.020;5.469;878;54.838;29.612;81.360;8.760;4.730;1.236;625.996;1545.699;13.382;5.568;51.226;102.463;24.290;218.113;16.368;3.314;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
Indonesia;2008;IDN;240157845;1809491165184.000;7.774;16;929;221;27.066;6.500;4.169;14;652.983;-12.282;-51.258;1538.523;366.071;256.040;61.490;11.667;171.836;6912.432;1644.720;39.442;23.413;155.900;649.156;155.900;10.156;1.155;17.846;6571.270;864;934;13.961;539.479;129.560;6339.651;1508.435;83.105;96.475;14.585;50.526;396.947;115.591;27.760;1668.289;3.101;22.508;3144.954;748.299;17.806;25.388;101.800;2.146;483;32.395;48.010;11.530;136.150;7.396;2.072;8.398;3.885;55.111;109.678;26.340;231.619;16.895;3.525;0;0;;0;0;0;0;0;0;0;2.011;14.693;745.417;167.848;40.310;3132.839;3.329;18.520;2415.928;574.838;25.856;47.675;22.493;14.810;8.310;18.434;3.385;61.668;34.602;94.536;9.500;5.330;1.439;649.156;1563.545;8.398;3.885;55.111;109.678;26.340;231.619;16.895;3.525;;0;0;0;0;1;0;0;1250.000;1;1;0;0;3;0;0
